Start Time,End Time,Speaker,Word
0,0.44,R,pistol.
1.681,1.741,C,I
1.781,1.961,C,said
2.021,2.301,C,no.
2.321,2.401,R,Okay.
3.821,4.022,C,But
4.162,4.302,C,I
4.662,4.922,C,thought
5.002,5.322,C,maybe
5.382,5.602,C,yes
5.622,5.922,C,"because,"
5.942,5.962,C,I
6.202,6.342,C,don't
6.382,6.502,C,"know,"
6.523,6.623,C,I
6.643,6.823,C,guess
6.883,6.963,C,in
7.023,7.243,C,North
7.283,7.563,C,Canada
7.603,7.683,C,you
7.703,7.863,C,don't
7.883,7.963,C,know
7.983,8.063,C,what
8.083,8.203,C,you're
8.223,8.303,C,kind
8.323,8.363,C,of
8.383,8.503,C,going
8.523,8.583,C,to
8.623,8.823,C,come
8.843,9.904,C,up
9.924,10.104,C,against.
10.124,10.604,R,"Yeah,"
10.784,10.924,R,that
10.944,11.044,R,was
11.064,11.144,R,the
11.184,11.364,R,last
11.444,11.524,R,one
12.005,12.165,R,I
12.305,12.565,R,actually
12.585,12.785,R,did
13.105,13.265,R,and
13.345,13.445,R,I
13.465,13.625,R,said
13.665,13.865,R,yes
13.905,13.985,R,in
14.005,14.085,R,the
14.145,14.325,R,end
14.486,14.646,R,but
14.706,14.766,R,I
14.806,14.986,R,don't
15.006,15.106,R,know
15.146,15.266,R,how
15.346,15.826,R,necessary
15.906,16.006,R,it
16.026,16.066,R,is.
16.606,16.926,C,Yeah.
17.787,18.207,C,Okay.
18.567,18.667,R,What
18.687,18.727,R,do
18.747,18.807,R,you
18.827,18.927,R,think
18.967,19.007,R,we
19.027,19.167,R,should
19.187,19.307,R,go
19.327,19.447,R,for?
22.783,23.203,C,Shall
23.243,23.363,C,we
23.403,23.823,C,go
23.863,23.983,C,for
24.023,24.383,C,yes?
25.584,25.944,R,"Okay,"
26.144,26.344,R,yeah.
26.384,26.724,R,Yeah?
27.044,27.124,R,It's
27.224,27.684,R,okay.
27.904,28.644,R,Or
28.664,28.744,R,we
28.764,28.884,R,can
28.924,29.104,R,hold
29.164,29.204,R,it
29.304,29.404,R,as
29.524,29.664,R,a
29.864,30.004,R,not
30.044,30.405,R,decided
30.425,30.565,R,yet
30.605,30.645,R,if
30.685,30.785,R,you
30.805,30.945,R,want
30.965,31.085,R,to
31.105,31.185,R,go
31.225,31.385,R,back
31.425,31.565,R,to
32.065,32.145,R,it.
32.185,32.505,C,Yeah.
32.725,32.945,C,Okay.
32.965,33.205,R,Okay.
33.793,33.893,R,"Oh,"
33.973,34.033,R,the
34.073,34.253,R,gun.
34.273,34.794,C,"Yeah,"
34.834,35.054,C,should
35.094,35.214,C,we
35.234,35.454,C,put
35.654,35.974,C,no?
37.314,37.694,R,"Yeah,"
37.714,38.014,R,I'd
38.054,38.355,R,"probably,"
38.395,38.615,R,yeah.
38.955,39.555,C,Just
39.595,39.795,C,because
39.855,39.915,C,it
39.955,40.115,C,"says,"
40.155,40.355,C,"like,"
40.375,40.475,C,you
40.515,40.675,C,want
40.715,40.815,C,as
40.855,41.035,C,few
41.075,41.395,C,objects
41.455,41.535,C,as
41.595,42.016,C,possible.
42.576,42.856,R,"Yeah,"
42.956,43.136,R,"exactly,"
43.176,43.356,R,yeah.
43.556,43.696,C,That
43.716,44.196,C,same
44.236,44.516,C,thing.
45.657,45.737,R,And
45.777,45.977,R,there's
46.037,46.197,R,no
46.257,46.437,R,other
46.457,46.657,R,thing
46.677,46.717,R,we
46.777,46.937,R,could
46.977,47.137,R,do
47.157,47.297,R,with
47.357,47.397,R,a
47.477,47.797,R,ball
47.817,47.917,R,of
47.997,48.977,R,steel?
49.478,49.858,C,Nah.
50.558,51.198,R,No.
51.218,51.258,C,"So,"
51.998,52.178,C,no
52.198,52.298,C,for
52.338,52.398,C,the
52.438,52.678,C,"gun,"
52.779,52.859,C,or
52.879,53.059,C,yes?
57.339,57.559,R,Now
57.579,57.639,R,I'd
57.679,58.119,R,probably
58.159,58.36,R,say
58.4,58.62,R,no.
59.08,59.3,C,"Yeah,"
59.32,59.48,C,I
59.501,59.621,C,think
59.701,59.801,C,I
59.821,59.961,C,would
59.981,60.261,C,too.
60.641,60.702,R,I
60.742,60.962,R,think
61.402,61.502,R,the
61.542,61.742,R,main
61.822,62.123,R,objects
62.143,62.263,R,that
62.283,62.423,R,we've
62.463,62.603,R,kind
62.643,62.703,R,of
62.723,63.003,R,picked
63.244,63.324,R,is
63.364,63.524,R,that
63.564,63.684,R,they
63.704,63.904,R,try
63.924,64.064,R,and
64.104,64.465,R,seclude
64.525,64.985,R,themselves
65.185,65.425,R,until
65.445,65.566,R,they
65.606,65.746,R,get
65.766,66.086,R,found
66.326,66.486,R,and
66.566,66.847,R,that's
66.907,67.047,R,all
67.087,67.327,R,about
67.527,67.928,R,warmth
67.988,68.148,R,and
68.388,68.708,R,energy
68.728,68.868,R,kind
68.968,69.109,R,of
69.149,69.389,R,thing.
69.509,69.709,C,"Yeah,"
70.109,70.43,C,yeah.
70.45,70.73,C,"Okay,"
70.93,71.05,C,so
71.971,72.191,C,no.
72.331,72.732,C,Okay.
