Start Time,End Time,Speaker,Word
0.0,0.6599999999999966,R,newspapers.
2.2179999999999893,2.298000000000002,C,I've
2.3179999999999836,2.4579999999999984,C,put
2.4979999999999905,2.7779999999999916,C,no.
3.298000000000002,3.438999999999993,R,So
3.459000000000003,3.5989999999999895,R,did
3.679000000000002,3.7789999999999964,R,I.
4.299000000000007,5.218999999999994,R,Too
5.5589999999999975,6.0589999999999975,R,bulky
6.739999999999981,6.9199999999999875,R,to
6.939999999999998,7.019999999999982,R,be
7.039999999999992,7.3799999999999955,R,carrying
7.400000000000006,7.719999999999999,R,around
7.759999999999991,7.859999999999985,R,and
8.019999999999982,8.180000000000007,R,not
8.219999999999999,8.400000000000006,R,much
8.47999999999999,8.900000000000006,R,purpose.
